Rada Electronics Industries Limited,RADA,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
Radiant Systems,RADS,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
Radio One,ROIA,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
Radnet,RDNT,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
Radware Ltd.,RDWR,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
Rainmaker,RMKR,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
,,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
Ramtron International,RMTR,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
,,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
Raven Industries,RAVN,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
Rc2,RCRC,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
Rcn,RCNI,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
Realnetworks,RNWK,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
Redhook Ale Brewery,HOOK,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
Reeds,REED,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
Regeneration Technologies,RTIX,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
,,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
Reliv International,RELV,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
Renasant,RNST,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
Rent-a-center Inc.,RCII,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
Replidyne,RDYN,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
Repros Therapeutics,RPRX,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
Republic Bancorp,RBCAA,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
Res-care,RSCR,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
,,2020-04-27 15:52:18.9737626 -0400 EDT m=+26.502962201
Resources Connection,RECN,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Retalix,RTLX,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
,,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rf Micro Devices,RFMD,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rgc Resources,RGCO,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Richardson,RELL,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rigel Pharmaceuticals,RIGL,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rimage,RIMG,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rit Technologies Ltd.,RITT,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Riverbed Technology,RVBD,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rochester Medical,ROCM,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
,,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rockwell Medical Technologies,RMTI,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rocky Shoes,RCKY,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rofin Sinar,RSTI,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rome Bancorp,ROME,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rosetta Resources Inc.,ROSE,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Royal Bancshares of Pennsylvania,RBPAA,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Royale Energy,ROYL,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rubicon Technology,RBCN,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rudolph Technologies,RTEC,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rurban Financial Corp,RBNF,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rush Enterprises,RUSHB,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rxi Pharmaceuticals,RXII,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
,,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Radcom Ltd.,RDCM,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Radio One,ROIAK,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Radisys,RSYS,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Radvision Ltd.,RVSN,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
,,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Ram Energy Resources,RAME,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rambus,RMBS,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rand,RAND,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Randgold Resources Limited Ads,GOLD,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rbc Bearings,ROLL,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rcm Technologies,RCMT,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Real Goods Solar,RSOL,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Red Robin Gourmet Burgers,RRGB,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rediff.com India Limited Ads,REDF,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Regency Energy Partners Lp,RGNC,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Regeneron Pharmaceuticals,REGN,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Reis,REIS,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Renaissance Learning,RLRN,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Renegy Holdings,RNGY,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rentrak,RENT,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Repligen,RGEN,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Republic Airways Holdings,RJET,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Republic First Bancorp,FRBK,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Research Frontiers Incorporated,REFR,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Resource America,REXI,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Response Genetics,RGDX,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rewards Network,DINE,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rf Industries Ltd.,RFIL,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rf Monolithics,RFMI,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rhi Entertainment,RHIE,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Ricks Cabaret International,RICK,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rightnow Technologies,RNOW,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rio Vista Energy Partners,RVEP,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
River Valley Bancorp.,RIVR,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Riverview Bancorp,RVSB,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rock of Ages,ROAC,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rockville Financial,RCKB,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rocky Mountain Chocolate Factory,RMCF,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rodman Renshaw Capital Grp.,RODM,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Roma Financial,ROMA,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
,,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Ross Stores,ROST,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Royal Gold,RGLD,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rrsat Global Communications Network,RRST,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rubios Restaurants,RUBO,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rural/metro,RURL,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Rush Enterprises,RUSHA,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Ruths Hospitality Grp.,RUTH,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Ryanair,RYAAY,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Q.e.p.,QEPC,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Qc,QCCO,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
,,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Qlogic,QLGC,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Quadramed Corp,QDHC,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Quality Distribution,QLTY,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Qualstar,QBAK,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
,,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Quest Resource,QRCP,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Questcor Pharmaceuticals,QCOR,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Quidel,QDEL,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Qad Inc.,QADI,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Qcr Holdings,QCRH,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Qiao Xing Universal Telephone,XING,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Qlt,QLTI,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Qualcomm Incorporated,QCOM,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Quality Systems,QSII,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Quantum Fuel Systems Technologies,QTWW,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Quest Energy Partners L.p.,QELP,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Quest Software,QSFT,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Quicklogic,QUIK,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Quixote,QUIX,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
P F Industries,PFIN,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
P.f.changs China Bistro,PFCB,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Paccar Inc.,PCAR,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pacific Capital Bancorp,PCBC,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pacific Ethanol,PEIX,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pacific Premier Bancorp,PPBI,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pacific Sunwear of California,PSUN,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Paetec Holding,PAET,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Palm,PALM,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Palomar Medical Technologies,PMTI,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pan American Silver,PAAS,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pansoft Company Limited,PSOF,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Paragon Shipping Inc.,PRGN,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Parametric Technology,PMTC,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Parexel,PRXL,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Park Ohio,PKOH,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
,,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Parlux Fragrances,PARL,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Partner Communications Company Ltd,PTNR,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Patrick Industries,PATK,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Patriot National Bancorp Inc.,PNBK,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Patterson,PDCO,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Paulson,PLCC,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pc Connection,PCCC,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pc-tel,PCTI,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pdi,PDII,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Peapack-gladstone Financial,PGC,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Peerless,PRLS,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pegasystems Inc.,PEGA,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Penn National,PENN,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pennichuck,PNNW,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pennsylvania Commerce Bancorp,COBH,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Penwest,PPCO,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Peoples Bancorp of North Carolin,PEBK,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
,,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Peoples Financial,PFBX,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Perceptron,PRCP,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Perfect World Co. Ltd. Ads,PWRD,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Performance Technologies Incorporated,PTIX,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pericom Semiconductor,PSEM,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Perrigo Company,PRGO,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pervasive Software Inc.,PVSW,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pet Drx - Units,VETSU,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Petroleum Development,PETD,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pfsweb,PFSW,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pharmaceutical Product Developme,PPDI,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pharmanet Development Grp,PDGI,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pharmaxis Limited - Sponsored Adr,PXSL,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Phazar,ANTP,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
,,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Photomedex,PHMD,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Photronics,PLAB,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pico Holdings Inc.,PICO,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pinnacle Financial Partners,PNFP,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pixelplus Co. Ltd.,PXPL,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pizza Inn,PZZI,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Planetout,LGBT,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Plexus,PLXS,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Plumas Bancorp,PLBC,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pma Capital,PMACA,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pmfg,PMFG,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pointer Telocation Ltd.,PNTR,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Polycom,PLCM,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Poniard Pharmaceuticals,PARD,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pope Resources,POPE,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
,,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Popular,BPOP,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Portec Rail,PRPX,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Portfolio Recovery Associates,PRAA,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Power Integrations,POWI,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Power-one,PWER,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Powerwave,PWAV,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Prana Biotechnology Ltd Ads,PRAN,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Preformed Line Products Company,PLPC,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Premier Financial Bancorp,PFBI,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Presidential Life,PLFE,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pressure Biosciences,PBIO,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
,,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Primeenergy,PNRG,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Primoris Services - Units,PRIMU,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
,,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Privatebancorp,PVTB,2020-04-27 15:52:18.9747631 -0400 EDT m=+26.503962701
Pro-dex,PDEX,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Progen Pharmaceuticals Limited,PGLA,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Progress Software,PRGS,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Prosperity Bancshares,PRSP,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Providence Service,PRSC,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Provident Bankshares,PBKS,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Provident Financial Holdings,PROV,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Prudential Bancorp of Pennsylvania,PBIP,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
,,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Psychemedics,PMD,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pulaski Financial,PULB,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Purple Communications,PRPL,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
P.a.m. Transportation Services,PTSI,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pab Bankshares,PABK,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pacer International,PACR,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pacific Continental E,PCBK,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pacific Mercantile Bancorp,PMBC,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pacific State Bancorp Ca,PSBC,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pacwest Bancorp,PACW,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pain Therapeutics,PTIE,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Palm Harbor,PHHM,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pamrapo Bancorp,PBCI,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Panera Bread Company,PNRA,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Papa Johns,PZZA,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Parallel Petroleum,PLLL,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Parent Company (the),KIDS,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Park Bancorp,PFED,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Parke Bancorp,PKBK,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Parkvale Financial,PVSA,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
,,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pathfinder Bancorp,PBHC,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Patriot Capital Funding,PCAP,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Patriot Transportation Holding,PATR,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Patterson-uti Energy,PTEN,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Paychex,PAYX,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pc Mall,MALL,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pdf Solutions,PDFS,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pdl Biopharma,PDLI,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Peco Ii,PIII,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Peets Coffee Tea,PEET,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Penford,PENX,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pennantpark Investment,PNNT,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Penns Woods Bancorp,PWOD,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
,,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Peoples Bancorp Inc.,PEBO,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Peoples Bank,PBCT,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Peoples Educational Holdings,PEDH,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Per-se Technologies,PSTI,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
,,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Perficient,PRFT,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Perfumania Holdings,PERF,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Perma-fix Environmental Services,PESI,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Perry Ellis International Inc.,PERY,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pet Drx,VETS,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Petmed Express,PETS,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Petsmart,PETM,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pgt,PGTI,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pharmacyclics,PCYC,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
,,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Phase Forward,PFWD,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
,,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Phoenix,PTEC,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Photomedex,PHMDD,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Physicians Formula Holdings,FACE,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pinnacle Airlines,PNCL,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pinnacle Gas Resources,PINN,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pixelworks,PXLW,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Planar Systems,PLNR,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Plato Learning Inc.,TUTR,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Plug Power,PLUG,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Plx Technology,PLXT,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pmc Sierra,PMCS,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Point.360,PTSX,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pokertek,PTEK,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
,,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Poore Brothers,SNAK,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Popular,BPOPN,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
,,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Popular - Popular Capital Trust Ii,BPOPM,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Porter Bancorp,PBIB,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Powell,POWL,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
,,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Powersecure International,POWR,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pozen,POZN,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Preferred Bank,PFBC,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Premier Exhibitions,PRXI,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Premier West Bancorp,PRWT,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Presstek,PRST,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Prg Schultz,PRGX,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pricesmart,PSMT,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Primoris Services,PRIM,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Princeton National Bancorp,PNBC,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Private Media,PRVT,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Privatebancorp - Privatebancorp Capital,PVTBP,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Pro-fac Cooperative,PFACP,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Progenics Pharmaceuticals Inc.,PGNX,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Prospect Energy,PSEC,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Protection One,PONE,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Providence and Worcester Railroad,PWX,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
,,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Provident New York Bancorp,PBNY,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
Psb Holdings,PSBH,2020-04-27 15:52:18.9757631 -0400 EDT m=+26.504962701
